t,x1,x2,d,cash,dx1,dx2,dd,V
1,175.0,800.0,400.0,325.0,25.0,-800.0,-400.0,1712.5
1,125.0,1000.0,200.0,375.0,75.0,-1000.0,-200.0,1712.5
1,100.0,1200.0,300.0,100.0,100.0,-1200.0,-300.0,1712.5
1,200.0,800.0,300.0,400.0,0.0,-800.0,-300.0,1712.5
1,175.0,1200.0,100.0,225.0,25.0,-1200.0,-100.0,1712.5
1,150.0,800.0,300.0,450.0,50.0,-800.0,-300.0,1712.5
1,125.0,800.0,100.0,675.0,75.0,-800.0,-100.0,1712.5
1,125.0,1000.0,300.0,275.0,75.0,-1000.0,-300.0,1712.5
1,225.0,1200.0,200.0,75.0,-25.0,-1200.0,-200.0,1712.5
1,200.0,800.0,400.0,300.0,0.0,-800.0,-400.0,1712.5
1,100.0,800.0,0.0,800.0,100.0,-800.0,0.0,1712.5
1,150.0,800.0,400.0,350.0,50.0,-800.0,-400.0,1712.5
1,125.0,800.0,200.0,575.0,75.0,-800.0,-200.0,1712.5
1,125.0,1000.0,400.0,175.0,75.0,-1000.0,-400.0,1712.5
1,200.0,1200.0,100.0,200.0,0.0,-1200.0,-100.0,1712.5
1,175.0,1000.0,400.0,125.0,25.0,-1000.0,-400.0,1712.5
1,200.0,800.0,500.0,200.0,0.0,-800.0,-500.0,1712.5
1,100.0,800.0,100.0,700.0,100.0,-800.0,-100.0,1712.5
1,100.0,1000.0,500.0,100.0,100.0,-1000.0,-500.0,1712.5
1,75.0,800.0,600.0,225.0,125.0,-800.0,-600.0,1712.5
1,200.0,1000.0,500.0,0.0,0.0,-1000.0,-500.0,1712.5
1,150.0,1000.0,300.0,250.0,50.0,-1000.0,-300.0,1712.5
1,200.0,1200.0,200.0,100.0,0.0,-1200.0,-200.0,1712.5
1,175.0,1000.0,500.0,25.0,25.0,-1000.0,-500.0,1712.5
1,150.0,800.0,700.0,50.0,50.0,-800.0,-700.0,1712.5
1,100.0,1200.0,200.0,200.0,100.0,-1200.0,-200.0,1712.5
1,225.0,1200.0,0.0,275.0,-25.0,-1200.0,0.0,1712.5
1,225.0,800.0,0.0,675.0,-25.0,-800.0,0.0,1712.5
1,150.0,1000.0,400.0,150.0,50.0,-1000.0,-400.0,1712.5
1,200.0,1200.0,300.0,0.0,0.0,-1200.0,-300.0,1712.5
1,150.0,1200.0,100.0,250.0,50.0,-1200.0,-100.0,1712.5
1,125.0,800.0,0.0,775.0,75.0,-800.0,0.0,1712.5
1,225.0,1000.0,400.0,75.0,-25.0,-1000.0,-400.0,1712.5
1,225.0,1200.0,100.0,175.0,-25.0,-1200.0,-100.0,1712.5
1,225.0,800.0,100.0,575.0,-25.0,-800.0,-100.0,1712.5
1,75.0,1000.0,300.0,325.0,125.0,-1000.0,-300.0,1712.5
1,150.0,1000.0,500.0,50.0,50.0,-1000.0,-500.0,1712.5
1,150.0,1200.0,200.0,150.0,50.0,-1200.0,-200.0,1712.5
1,125.0,1000.0,100.0,475.0,75.0,-1000.0,-100.0,1712.5
1,75.0,1200.0,0.0,425.0,125.0,-1200.0,0.0,1712.5
1,200.0,800.0,200.0,500.0,0.0,-800.0,-200.0,1712.5
1,175.0,800.0,0.0,725.0,25.0,-800.0,0.0,1712.5
1,175.0,800.0,700.0,25.0,25.0,-800.0,-700.0,1712.5
1,150.0,1200.0,300.0,50.0,50.0,-1200.0,-300.0,1712.5
1,75.0,800.0,300.0,525.0,125.0,-800.0,-300.0,1712.5
1,75.0,1000.0,0.0,625.0,125.0,-1000.0,0.0,1712.5
1,175.0,1000.0,200.0,325.0,25.0,-1000.0,-200.0,1712.5
1,125.0,800.0,400.0,375.0,75.0,-800.0,-400.0,1712.5
1,75.0,800.0,400.0,425.0,125.0,-800.0,-400.0,1712.5
1,75.0,1000.0,100.0,525.0,125.0,-1000.0,-100.0,1712.5
1,175.0,1000.0,300.0,225.0,25.0,-1000.0,-300.0,1712.5
1,150.0,800.0,0.0,750.0,50.0,-800.0,0.0,1712.5
1,125.0,800.0,500.0,275.0,75.0,-800.0,-500.0,1712.5
1,75.0,800.0,500.0,325.0,125.0,-800.0,-500.0,1712.5
1,75.0,1000.0,200.0,425.0,125.0,-1000.0,-200.0,1712.5
1,150.0,800.0,600.0,150.0,50.0,-800.0,-600.0,1712.5
1,100.0,800.0,400.0,400.0,100.0,-800.0,-400.0,1712.5
1,100.0,1000.0,100.0,500.0,100.0,-1000.0,-100.0,1712.5
1,125.0,800.0,600.0,175.0,75.0,-800.0,-600.0,1712.5
1,150.0,1200.0,0.0,350.0,50.0,-1200.0,0.0,1712.5
1,125.0,1200.0,300.0,75.0,75.0,-1200.0,-300.0,1712.5
1,100.0,800.0,500.0,300.0,100.0,-800.0,-500.0,1712.5
1,100.0,1000.0,200.0,400.0,100.0,-1000.0,-200.0,1712.5
1,125.0,800.0,700.0,75.0,75.0,-800.0,-700.0,1712.5
1,175.0,800.0,500.0,225.0,25.0,-800.0,-500.0,1712.5
1,225.0,1000.0,0.0,475.0,-25.0,-1000.0,0.0,1712.5
1,75.0,1200.0,200.0,225.0,125.0,-1200.0,-200.0,1712.5
1,100.0,800.0,600.0,200.0,100.0,-800.0,-600.0,1712.5
1,100.0,1000.0,300.0,300.0,100.0,-1000.0,-300.0,1712.5
1,225.0,800.0,400.0,275.0,-25.0,-800.0,-400.0,1712.5
1,200.0,1000.0,300.0,200.0,0.0,-1000.0,-300.0,1712.5
1,200.0,1200.0,0.0,300.0,0.0,-1200.0,0.0,1712.5
1,175.0,800.0,600.0,125.0,25.0,-800.0,-600.0,1712.5
1,100.0,1200.0,0.0,400.0,100.0,-1200.0,0.0,1712.5
1,225.0,1000.0,100.0,375.0,-25.0,-1000.0,-100.0,1712.5
1,75.0,1200.0,300.0,125.0,125.0,-1200.0,-300.0,1712.5
1,100.0,800.0,700.0,100.0,100.0,-800.0,-700.0,1712.5
1,100.0,1000.0,400.0,200.0,100.0,-1000.0,-400.0,1712.5
1,225.0,800.0,500.0,175.0,-25.0,-800.0,-500.0,1712.5
1,200.0,1000.0,400.0,100.0,0.0,-1000.0,-400.0,1712.5
1,150.0,1000.0,200.0,350.0,50.0,-1000.0,-200.0,1712.5
1,125.0,1000.0,500.0,75.0,75.0,-1000.0,-500.0,1712.5
1,200.0,1000.0,0.0,500.0,0.0,-1000.0,0.0,1712.5
1,100.0,1200.0,100.0,300.0,100.0,-1200.0,-100.0,1712.5
1,225.0,1000.0,200.0,275.0,-25.0,-1000.0,-200.0,1712.5
1,200.0,800.0,600.0,100.0,0.0,-800.0,-600.0,1712.5
1,225.0,800.0,600.0,75.0,-25.0,-800.0,-600.0,1712.5
1,75.0,800.0,0.0,825.0,125.0,-800.0,0.0,1712.5
1,200.0,1000.0,100.0,400.0,0.0,-1000.0,-100.0,1712.5
1,200.0,800.0,0.0,700.0,0.0,-800.0,0.0,1712.5
1,225.0,1000.0,300.0,175.0,-25.0,-1000.0,-300.0,1712.5
1,200.0,800.0,700.0,0.0,0.0,-800.0,-700.0,1712.5
1,100.0,1000.0,0.0,600.0,100.0,-1000.0,0.0,1712.5
1,75.0,800.0,100.0,725.0,125.0,-800.0,-100.0,1712.5
1,125.0,1000.0,0.0,575.0,75.0,-1000.0,0.0,1712.5
1,200.0,1000.0,200.0,300.0,0.0,-1000.0,-200.0,1712.5
1,175.0,1000.0,0.0,525.0,25.0,-1000.0,0.0,1712.5
1,200.0,800.0,100.0,600.0,0.0,-800.0,-100.0,1712.5
1,175.0,1200.0,200.0,125.0,25.0,-1200.0,-200.0,1712.5
1,225.0,800.0,200.0,475.0,-25.0,-800.0,-200.0,1712.5
1,75.0,800.0,200.0,625.0,125.0,-800.0,-200.0,1712.5
1,75.0,1000.0,400.0,225.0,125.0,-1000.0,-400.0,1712.5
1,175.0,1000.0,100.0,425.0,25.0,-1000.0,-100.0,1712.5
1,175.0,1200.0,300.0,25.0,25.0,-1200.0,-300.0,1712.5
1,150.0,800.0,500.0,250.0,50.0,-800.0,-500.0,1712.5
1,125.0,800.0,300.0,475.0,75.0,-800.0,-300.0,1712.5
1,75.0,1200.0,100.0,325.0,125.0,-1200.0,-100.0,1712.5
1,225.0,800.0,300.0,375.0,-25.0,-800.0,-300.0,1712.5
1,175.0,800.0,100.0,625.0,25.0,-800.0,-100.0,1712.5
1,75.0,1000.0,500.0,125.0,125.0,-1000.0,-500.0,1712.5
1,150.0,1000.0,0.0,550.0,50.0,-1000.0,0.0,1712.5
1,125.0,1200.0,0.0,375.0,75.0,-1200.0,0.0,1712.5
1,100.0,800.0,200.0,600.0,100.0,-800.0,-200.0,1712.5
1,175.0,800.0,200.0,525.0,25.0,-800.0,-200.0,1712.5
1,150.0,1000.0,100.0,450.0,50.0,-1000.0,-100.0,1712.5
1,125.0,1200.0,100.0,275.0,75.0,-1200.0,-100.0,1712.5
1,100.0,800.0,300.0,500.0,100.0,-800.0,-300.0,1712.5
1,25.0,800.0,100.0,775.0,-25.0,-800.0,-100.0,1700.0
1,0.0,1200.0,0.0,500.0,0.0,-1200.0,0.0,1700.0
1,25.0,800.0,800.0,75.0,-25.0,-800.0,-800.0,1700.0
1,25.0,1000.0,500.0,175.0,-25.0,-1000.0,-500.0,1700.0
1,25.0,1200.0,200.0,275.0,-25.0,-1200.0,-200.0,1700.0
1,0.0,1200.0,100.0,400.0,0.0,-1200.0,-100.0,1700.0
1,0.0,1000.0,600.0,100.0,0.0,-1000.0,-600.0,1700.0
1,25.0,1000.0,600.0,75.0,-25.0,-1000.0,-600.0,1700.0
1,50.0,1200.0,100.0,350.0,-50.0,-1200.0,-100.0,1700.0
1,0.0,1200.0,200.0,300.0,0.0,-1200.0,-200.0,1700.0
1,100.0,1200.0,400.0,0.0,-100.0,-1200.0,-400.0,1700.0
1,50.0,1200.0,200.0,250.0,-50.0,-1200.0,-200.0,1700.0
1,50.0,1000.0,600.0,50.0,-50.0,-1000.0,-600.0,1700.0
1,0.0,1200.0,300.0,200.0,0.0,-1200.0,-300.0,1700.0
1,50.0,1200.0,300.0,150.0,-50.0,-1200.0,-300.0,1700.0
1,50.0,1200.0,400.0,50.0,-50.0,-1200.0,-400.0,1700.0
1,50.0,800.0,0.0,850.0,-50.0,-800.0,0.0,1700.0
1,50.0,800.0,700.0,150.0,-50.0,-800.0,-700.0,1700.0
1,100.0,1000.0,600.0,0.0,-100.0,-1000.0,-600.0,1700.0
1,25.0,800.0,300.0,575.0,-25.0,-800.0,-300.0,1700.0
1,50.0,1000.0,400.0,250.0,-50.0,-1000.0,-400.0,1700.0
1,50.0,800.0,100.0,750.0,-50.0,-800.0,-100.0,1700.0
1,50.0,800.0,800.0,50.0,-50.0,-800.0,-800.0,1700.0
1,25.0,800.0,400.0,475.0,-25.0,-800.0,-400.0,1700.0
1,50.0,1000.0,500.0,150.0,-50.0,-1000.0,-500.0,1700.0
1,25.0,1000.0,100.0,575.0,-25.0,-1000.0,-100.0,1700.0
1,50.0,800.0,200.0,650.0,-50.0,-800.0,-200.0,1700.0
1,0.0,800.0,0.0,900.0,0.0,-800.0,0.0,1700.0
1,0.0,1000.0,200.0,500.0,0.0,-1000.0,-200.0,1700.0
1,25.0,800.0,500.0,375.0,-25.0,-800.0,-500.0,1700.0
1,0.0,800.0,600.0,300.0,0.0,-800.0,-600.0,1700.0
1,0.0,1000.0,300.0,400.0,0.0,-1000.0,-300.0,1700.0
1,0.0,1200.0,500.0,0.0,0.0,-1200.0,-500.0,1700.0
1,0.0,800.0,700.0,200.0,0.0,-800.0,-700.0,1700.0
1,0.0,1000.0,400.0,300.0,0.0,-1000.0,-400.0,1700.0
1,0.0,800.0,800.0,100.0,0.0,-800.0,-800.0,1700.0
1,0.0,1000.0,500.0,200.0,0.0,-1000.0,-500.0,1700.0
1,50.0,1200.0,0.0,450.0,-50.0,-1200.0,0.0,1700.0
1,25.0,800.0,200.0,675.0,-25.0,-800.0,-200.0,1700.0
1,50.0,1000.0,300.0,350.0,-50.0,-1000.0,-300.0,1700.0
1,25.0,1200.0,300.0,175.0,-25.0,-1200.0,-300.0,1700.0
1,75.0,800.0,800.0,25.0,-75.0,-800.0,-800.0,1700.0
1,25.0,1000.0,0.0,675.0,-25.0,-1000.0,0.0,1700.0
1,25.0,1200.0,400.0,75.0,-25.0,-1200.0,-400.0,1700.0
1,75.0,1000.0,600.0,25.0,-75.0,-1000.0,-600.0,1700.0
1,50.0,800.0,500.0,350.0,-50.0,-800.0,-500.0,1700.0
1,50.0,1000.0,200.0,450.0,-50.0,-1000.0,-200.0,1700.0
1,0.0,1200.0,400.0,100.0,0.0,-1200.0,-400.0,1700.0
1,0.0,800.0,200.0,700.0,0.0,-800.0,-200.0,1700.0
1,75.0,1200.0,400.0,25.0,-75.0,-1200.0,-400.0,1700.0
1,100.0,800.0,800.0,0.0,-100.0,-800.0,-800.0,1700.0
1,50.0,800.0,600.0,250.0,-50.0,-800.0,-600.0,1700.0
1,0.0,800.0,300.0,600.0,0.0,-800.0,-300.0,1700.0
1,0.0,1000.0,0.0,700.0,0.0,-1000.0,0.0,1700.0
1,0.0,1000.0,700.0,0.0,0.0,-1000.0,-700.0,1700.0
1,0.0,800.0,400.0,500.0,0.0,-800.0,-400.0,1700.0
1,0.0,1000.0,100.0,600.0,0.0,-1000.0,-100.0,1700.0
1,25.0,1000.0,200.0,475.0,-25.0,-1000.0,-200.0,1700.0
1,0.0,800.0,500.0,400.0,0.0,-800.0,-500.0,1700.0
1,50.0,800.0,300.0,550.0,-50.0,-800.0,-300.0,1700.0
1,0.0,800.0,100.0,800.0,0.0,-800.0,-100.0,1700.0
1,50.0,1000.0,0.0,650.0,-50.0,-1000.0,0.0,1700.0
1,25.0,800.0,600.0,275.0,-25.0,-800.0,-600.0,1700.0
1,25.0,1000.0,300.0,375.0,-25.0,-1000.0,-300.0,1700.0
1,25.0,1200.0,0.0,475.0,-25.0,-1200.0,0.0,1700.0
1,50.0,800.0,400.0,450.0,-50.0,-800.0,-400.0,1700.0
1,25.0,800.0,0.0,875.0,-25.0,-800.0,0.0,1700.0
1,50.0,1000.0,100.0,550.0,-50.0,-1000.0,-100.0,1700.0
1,25.0,800.0,700.0,175.0,-25.0,-800.0,-700.0,1700.0
1,25.0,1000.0,400.0,275.0,-25.0,-1000.0,-400.0,1700.0
1,25.0,1200.0,100.0,375.0,-25.0,-1200.0,-100.0,1700.0
1,0.0,800.0,800.0,0.0,0.0,-800.0,-800.0,1600.0
2,125.0,200.0,600.0,1275.0,-125.0,800.0,500.0,2380.0
2,25.0,1000.0,700.0,475.0,-25.0,0.0,400.0,2380.0
2,150.0,0.0,700.0,1350.0,-150.0,1000.0,400.0,2380.0
2,0.0,600.0,900.0,700.0,0.0,400.0,200.0,2380.0
2,0.0,200.0,900.0,1100.0,0.0,800.0,200.0,2380.0
2,100.0,600.0,900.0,600.0,-100.0,400.0,200.0,2380.0
2,100.0,800.0,600.0,700.0,-100.0,200.0,500.0,2380.0
2,75.0,800.0,900.0,425.0,-75.0,200.0,200.0,2380.0
2,75.0,1000.0,600.0,525.0,-75.0,0.0,500.0,2380.0
2,50.0,200.0,700.0,1250.0,-50.0,800.0,400.0,2380.0
2,125.0,200.0,700.0,1175.0,-125.0,800.0,400.0,2380.0
2,100.0,0.0,600.0,1500.0,-100.0,1000.0,500.0,2380.0
2,75.0,0.0,900.0,1225.0,-75.0,1000.0,200.0,2380.0
2,100.0,800.0,700.0,600.0,-100.0,200.0,400.0,2380.0
2,75.0,1000.0,700.0,425.0,-75.0,0.0,400.0,2380.0
2,50.0,600.0,900.0,650.0,-50.0,400.0,200.0,2380.0
2,0.0,200.0,600.0,1400.0,0.0,800.0,500.0,2380.0
2,175.0,0.0,900.0,1125.0,-175.0,1000.0,200.0,2380.0
2,125.0,0.0,700.0,1375.0,-125.0,1000.0,400.0,2380.0
2,100.0,200.0,600.0,1300.0,-100.0,800.0,500.0,2380.0
2,125.0,200.0,800.0,1075.0,-125.0,800.0,300.0,2380.0
2,50.0,800.0,600.0,750.0,-50.0,200.0,500.0,2380.0
2,50.0,1000.0,800.0,350.0,-50.0,0.0,300.0,2380.0
2,175.0,600.0,700.0,725.0,-175.0,400.0,400.0,2380.0
2,25.0,800.0,900.0,475.0,-25.0,200.0,200.0,2380.0
2,75.0,1000.0,800.0,325.0,-75.0,0.0,300.0,2380.0
2,0.0,200.0,700.0,1300.0,0.0,800.0,400.0,2380.0
2,125.0,0.0,800.0,1275.0,-125.0,1000.0,300.0,2380.0
2,100.0,200.0,700.0,1200.0,-100.0,800.0,400.0,2380.0
2,50.0,0.0,900.0,1250.0,-50.0,1000.0,200.0,2380.0
2,75.0,400.0,900.0,825.0,-75.0,600.0,200.0,2380.0
2,50.0,200.0,600.0,1350.0,-50.0,800.0,500.0,2380.0
2,50.0,1000.0,900.0,250.0,-50.0,0.0,200.0,2380.0
2,175.0,600.0,800.0,625.0,-175.0,400.0,300.0,2380.0
2,0.0,1000.0,700.0,500.0,0.0,0.0,400.0,2380.0
2,125.0,0.0,900.0,1175.0,-125.0,1000.0,200.0,2380.0
2,150.0,600.0,700.0,750.0,-150.0,400.0,400.0,2380.0
2,150.0,400.0,600.0,1050.0,-150.0,600.0,500.0,2380.0
2,0.0,1000.0,800.0,400.0,0.0,0.0,300.0,2380.0
2,75.0,0.0,600.0,1525.0,-75.0,1000.0,500.0,2380.0
2,50.0,400.0,900.0,850.0,-50.0,600.0,200.0,2380.0
2,50.0,600.0,600.0,950.0,-50.0,400.0,500.0,2380.0
2,175.0,400.0,700.0,925.0,-175.0,600.0,400.0,2380.0
2,25.0,400.0,700.0,1075.0,-25.0,600.0,400.0,2380.0
2,150.0,600.0,800.0,650.0,-150.0,400.0,300.0,2380.0
2,125.0,600.0,600.0,875.0,-125.0,400.0,500.0,2380.0
2,0.0,1000.0,900.0,300.0,0.0,0.0,200.0,2380.0
2,75.0,0.0,700.0,1425.0,-75.0,1000.0,400.0,2380.0
2,150.0,200.0,600.0,1250.0,-150.0,800.0,500.0,2380.0
2,25.0,800.0,600.0,775.0,-25.0,200.0,500.0,2380.0
2,0.0,400.0,800.0,1000.0,0.0,600.0,300.0,2380.0
2,50.0,600.0,700.0,850.0,-50.0,400.0,400.0,2380.0
2,175.0,400.0,800.0,825.0,-175.0,600.0,300.0,2380.0
2,100.0,800.0,900.0,400.0,-100.0,200.0,200.0,2380.0
2,75.0,0.0,800.0,1325.0,-75.0,1000.0,300.0,2380.0
2,25.0,200.0,600.0,1375.0,-25.0,800.0,500.0,2380.0
2,25.0,0.0,600.0,1575.0,-25.0,1000.0,500.0,2380.0
2,150.0,200.0,700.0,1150.0,-150.0,800.0,400.0,2380.0
2,25.0,800.0,700.0,675.0,-25.0,200.0,400.0,2380.0
2,0.0,400.0,900.0,900.0,0.0,600.0,200.0,2380.0
2,50.0,600.0,800.0,750.0,-50.0,400.0,300.0,2380.0
2,0.0,600.0,600.0,1000.0,0.0,400.0,500.0,2380.0
2,175.0,400.0,900.0,725.0,-175.0,600.0,200.0,2380.0
2,100.0,600.0,600.0,900.0,-100.0,400.0,500.0,2380.0
2,50.0,0.0,700.0,1450.0,-50.0,1000.0,400.0,2380.0
2,100.0,1000.0,700.0,400.0,-100.0,0.0,400.0,2380.0
2,25.0,200.0,700.0,1275.0,-25.0,800.0,400.0,2380.0
2,25.0,0.0,700.0,1475.0,-25.0,1000.0,400.0,2380.0
2,75.0,200.0,600.0,1325.0,-75.0,800.0,500.0,2380.0
2,175.0,600.0,600.0,825.0,-175.0,400.0,500.0,2380.0
2,150.0,200.0,800.0,1050.0,-150.0,800.0,300.0,2380.0
2,25.0,800.0,800.0,575.0,-25.0,200.0,300.0,2380.0
2,0.0,600.0,700.0,900.0,0.0,400.0,400.0,2380.0
2,125.0,400.0,800.0,875.0,-125.0,600.0,300.0,2380.0
2,100.0,600.0,700.0,800.0,-100.0,400.0,400.0,2380.0
2,75.0,800.0,700.0,625.0,-75.0,200.0,400.0,2380.0
2,50.0,0.0,800.0,1350.0,-50.0,1000.0,300.0,2380.0
2,100.0,1000.0,800.0,300.0,-100.0,0.0,300.0,2380.0
2,0.0,0.0,600.0,1600.0,0.0,1000.0,500.0,2380.0
2,175.0,0.0,600.0,1425.0,-175.0,1000.0,500.0,2380.0
2,25.0,200.0,800.0,1175.0,-25.0,800.0,300.0,2380.0
2,25.0,0.0,800.0,1375.0,-25.0,1000.0,300.0,2380.0
2,0.0,1000.0,600.0,600.0,0.0,0.0,500.0,2380.0
2,150.0,200.0,900.0,950.0,-150.0,800.0,200.0,2380.0
2,100.0,400.0,700.0,1000.0,-100.0,600.0,400.0,2380.0
2,25.0,1000.0,600.0,575.0,-25.0,0.0,500.0,2380.0
2,125.0,400.0,900.0,775.0,-125.0,600.0,200.0,2380.0
2,0.0,0.0,700.0,1500.0,0.0,1000.0,400.0,2380.0
2,175.0,0.0,700.0,1325.0,-175.0,1000.0,400.0,2380.0
2,25.0,600.0,900.0,675.0,-25.0,400.0,200.0,2380.0
2,150.0,600.0,600.0,850.0,-150.0,400.0,500.0,2380.0
2,25.0,200.0,900.0,1075.0,-25.0,800.0,200.0,2380.0
2,100.0,400.0,800.0,900.0,-100.0,600.0,300.0,2380.0
2,125.0,800.0,800.0,475.0,-125.0,200.0,300.0,2380.0
2,50.0,800.0,900.0,450.0,-50.0,200.0,200.0,2380.0
2,50.0,1000.0,600.0,550.0,-50.0,0.0,500.0,2380.0
2,25.0,400.0,600.0,1175.0,-25.0,600.0,500.0,2380.0
2,150.0,0.0,800.0,1250.0,-150.0,1000.0,300.0,2380.0
2,0.0,0.0,800.0,1400.0,0.0,1000.0,300.0,2380.0
2,175.0,0.0,800.0,1225.0,-175.0,1000.0,300.0,2380.0
2,125.0,0.0,600.0,1475.0,-125.0,1000.0,500.0,2380.0
2,100.0,400.0,900.0,800.0,-100.0,600.0,200.0,2380.0
2,125.0,800.0,900.0,375.0,-125.0,200.0,200.0,2380.0
2,75.0,400.0,700.0,1025.0,-75.0,600.0,400.0,2380.0
2,0.0,800.0,800.0,600.0,0.0,200.0,300.0,2380.0
2,50.0,1000.0,700.0,450.0,-50.0,0.0,400.0,2380.0
2,175.0,800.0,800.0,425.0,-175.0,200.0,300.0,2380.0
2,150.0,0.0,900.0,1150.0,-150.0,1000.0,200.0,2380.0
2,0.0,0.0,900.0,1300.0,0.0,1000.0,200.0,2380.0
2,100.0,0.0,700.0,1400.0,-100.0,1000.0,400.0,2380.0
2,50.0,400.0,600.0,1150.0,-50.0,600.0,500.0,2380.0
2,75.0,800.0,600.0,725.0,-75.0,200.0,500.0,2380.0
2,75.0,400.0,800.0,925.0,-75.0,600.0,300.0,2380.0
2,150.0,800.0,700.0,550.0,-150.0,200.0,400.0,2380.0
2,0.0,800.0,900.0,500.0,0.0,200.0,200.0,2380.0
2,125.0,200.0,900.0,975.0,-125.0,800.0,200.0,2380.0
2,175.0,800.0,900.0,325.0,-175.0,200.0,200.0,2380.0
2,125.0,400.0,600.0,1075.0,-125.0,600.0,500.0,2380.0
2,100.0,0.0,800.0,1300.0,-100.0,1000.0,300.0,2380.0
2,75.0,200.0,800.0,1125.0,-75.0,800.0,300.0,2380.0
2,50.0,800.0,700.0,650.0,-50.0,200.0,400.0,2380.0
2,100.0,1000.0,600.0,500.0,-100.0,0.0,500.0,2380.0
2,50.0,400.0,700.0,1050.0,-50.0,600.0,400.0,2380.0
2,175.0,200.0,800.0,1025.0,-175.0,800.0,300.0,2380.0
2,75.0,1000.0,900.0,225.0,-75.0,0.0,200.0,2380.0
2,150.0,800.0,800.0,450.0,-150.0,200.0,300.0,2380.0
2,125.0,400.0,700.0,975.0,-125.0,600.0,400.0,2380.0
2,100.0,0.0,900.0,1200.0,-100.0,1000.0,200.0,2380.0
2,75.0,200.0,900.0,1025.0,-75.0,800.0,200.0,2380.0
2,50.0,800.0,800.0,550.0,-50.0,200.0,300.0,2380.0
2,50.0,400.0,800.0,950.0,-50.0,600.0,300.0,2380.0
2,175.0,600.0,900.0,525.0,-175.0,400.0,200.0,2380.0
2,0.0,400.0,600.0,1200.0,0.0,600.0,500.0,2380.0
2,175.0,200.0,900.0,925.0,-175.0,800.0,200.0,2380.0
2,175.0,800.0,600.0,625.0,-175.0,200.0,500.0,2380.0
2,175.0,400.0,600.0,1025.0,-175.0,600.0,500.0,2380.0
2,25.0,1000.0,800.0,375.0,-25.0,0.0,300.0,2380.0
2,150.0,800.0,900.0,350.0,-150.0,200.0,200.0,2380.0
2,100.0,400.0,600.0,1100.0,-100.0,600.0,500.0,2380.0
2,75.0,600.0,600.0,925.0,-75.0,400.0,500.0,2380.0
2,75.0,400.0,600.0,1125.0,-75.0,600.0,500.0,2380.0
2,50.0,200.0,800.0,1150.0,-50.0,800.0,300.0,2380.0
2,150.0,400.0,700.0,950.0,-150.0,600.0,400.0,2380.0
2,0.0,400.0,700.0,1100.0,0.0,600.0,400.0,2380.0
2,175.0,800.0,700.0,525.0,-175.0,200.0,400.0,2380.0
2,25.0,1000.0,900.0,275.0,-25.0,0.0,200.0,2380.0
2,100.0,800.0,800.0,500.0,-100.0,200.0,300.0,2380.0
2,175.0,200.0,600.0,1225.0,-175.0,800.0,500.0,2380.0
2,25.0,400.0,800.0,975.0,-25.0,600.0,300.0,2380.0
2,75.0,600.0,700.0,825.0,-75.0,400.0,400.0,2380.0
2,50.0,200.0,900.0,1050.0,-50.0,800.0,200.0,2380.0
2,150.0,600.0,900.0,550.0,-150.0,400.0,200.0,2380.0
2,0.0,800.0,600.0,800.0,0.0,200.0,500.0,2380.0
2,125.0,600.0,700.0,775.0,-125.0,400.0,400.0,2380.0
2,150.0,400.0,800.0,850.0,-150.0,600.0,300.0,2380.0
2,50.0,0.0,600.0,1550.0,-50.0,1000.0,500.0,2380.0
2,175.0,200.0,700.0,1125.0,-175.0,800.0,400.0,2380.0
2,25.0,400.0,900.0,875.0,-25.0,600.0,200.0,2380.0
2,75.0,600.0,800.0,725.0,-75.0,400.0,300.0,2380.0
2,25.0,600.0,600.0,975.0,-25.0,400.0,500.0,2380.0
2,0.0,800.0,700.0,700.0,0.0,200.0,400.0,2380.0
2,100.0,200.0,800.0,1100.0,-100.0,800.0,300.0,2380.0
2,125.0,600.0,800.0,675.0,-125.0,400.0,300.0,2380.0
2,150.0,400.0,900.0,750.0,-150.0,600.0,200.0,2380.0
2,75.0,600.0,900.0,625.0,-75.0,400.0,200.0,2380.0
2,25.0,600.0,700.0,875.0,-25.0,400.0,400.0,2380.0
2,150.0,800.0,600.0,650.0,-150.0,200.0,500.0,2380.0
2,100.0,200.0,900.0,1000.0,-100.0,800.0,200.0,2380.0
2,125.0,600.0,900.0,575.0,-125.0,400.0,200.0,2380.0
2,125.0,800.0,600.0,675.0,-125.0,200.0,500.0,2380.0
2,75.0,200.0,700.0,1225.0,-75.0,800.0,400.0,2380.0
2,150.0,0.0,600.0,1450.0,-150.0,1000.0,500.0,2380.0
2,0.0,600.0,800.0,800.0,0.0,400.0,300.0,2380.0
2,0.0,200.0,800.0,1200.0,0.0,800.0,300.0,2380.0
2,25.0,600.0,800.0,775.0,-25.0,400.0,300.0,2380.0
2,100.0,600.0,800.0,700.0,-100.0,400.0,300.0,2380.0
2,75.0,800.0,800.0,525.0,-75.0,200.0,300.0,2380.0
2,100.0,1000.0,900.0,200.0,-100.0,0.0,200.0,2380.0
2,125.0,800.0,700.0,575.0,-125.0,200.0,400.0,2380.0
2,25.0,0.0,900.0,1275.0,-25.0,1000.0,200.0,2380.0
2,150.0,200.0,300.0,1550.0,25.0,800.0,-300.0,2335.0
2,50.0,1200.0,800.0,150.0,125.0,-200.0,-800.0,2335.0
2,150.0,400.0,0.0,1650.0,25.0,600.0,0.0,2335.0
